wikidata_id,speaker,sr_names,episode_count,episode_ids,ages_at_episodes,wikidata_label,wikidata_description,wikipedia_url,gender,gender_id,birth_date,death_date,citizenships,citizenship_ids,occupations,occupation_ids
Q441247,Martina Haag,"[""Martina Haag""]",3,"[116377,291185,826229]","[48,49,52]",,,https://sv.wikipedia.org/wiki/Martina_Haag,kvinna,Q6581072,1964-06-09,,"[""Sverige""]","[""Q34""]","[""författare"",""skådespelare"",""filmmanusförfattare"",""röstskådespelare"",""filmregissör"",""filmskådespelare"",""tv-skådespelare""]","[""Q36180"",""Q33999"",""Q69423232"",""Q2405480"",""Q2526255"",""Q10800557"",""Q10798782""]"
Q441551,Anna Maria Corazza Bildt,"[""Anna Maria Corazza Bildt""]",1,[381008],[40],,,https://sv.wikipedia.org/wiki/Anna_Maria_Corazza_Bildt,kvinna,Q6581072,1963-03-10,,"[""Italien"",""Sverige""]","[""Q38"",""Q34""]","[""politiker"",""diplomat"",""författare"",""affärsidkare""]","[""Q82955"",""Q193391"",""Q36180"",""Q43845""]"
Q442413,Helena af Sandeberg,"[""Helena af Sandeberg""]",1,[216097],[41],,,https://sv.wikipedia.org/wiki/Helena_af_Sandeberg,kvinna,Q6581072,1971-09-01,,"[""Sverige""]","[""Q34""]","[""skådespelare""]","[""Q33999""]"
Q443555,Gustaf Hammarsten,"[""Gustaf Hammarsten""]",1,[126277],[43],,,https://sv.wikipedia.org/wiki/Gustaf_Hammarsten,man,Q6581097,1967-09-02,,"[""Sverige""]","[""Q34""]","[""filmskådespelare"",""tv-skådespelare"",""scenskådespelare"",""skådespelare""]","[""Q10800557"",""Q10798782"",""Q2259451"",""Q33999""]"
Q44472493,Hampus Nessvold,"[""Hampus Nessvold""]",1,[2413771],[28],,,https://sv.wikipedia.org/wiki/Hampus_Nessvold,man,Q6581097,1996-05-09,,"[""Sverige""]","[""Q34""]","[""skådespelare"",""manusförfattare"",""artist""]","[""Q33999"",""Q28389"",""Q713200""]"
Q44472576,Andrev Walden,"[""Andrev Walden""]",1,[2397218],[48],,,https://sv.wikipedia.org/wiki/Andrev_Walden,man,Q6581097,1976-05-14,,"[""Sverige""]","[""Q34""]","[""illustratör"",""journalist"",""författare""]","[""Q644687"",""Q1930187"",""Q36180""]"
Q444747,Maria Wetterstrand,"[""Maria Wetterstrand""]",1,[126290],[37],,,https://sv.wikipedia.org/wiki/Maria_Wetterstrand,kvinna,Q6581072,1973-10-02,,"[""Sverige""]","[""Q34""]","[""bloggare"",""föreläsare"",""politiker"",""biolog""]","[""Q8246794"",""Q9379869"",""Q82955"",""Q864503""]"
Q446588,Eva Dahlgren,"[""Eva Dahlgren""]",3,"[126322,414922,558715]","[50,36,31]",,,https://sv.wikipedia.org/wiki/Eva_Dahlgren,kvinna,Q6581072,1960-06-09,,"[""Sverige""]","[""Q34""]","[""författare"",""kompositör"",""sångare"",""musiker"",""låtskrivare"",""barnboksförfattare""]","[""Q36180"",""Q36834"",""Q177220"",""Q639669"",""Q753110"",""Q4853732""]"
Q447207,Jörgen Persson,"[""Jörgen Persson""]",1,[1953001],[56],,,https://sv.wikipedia.org/wiki/J%C3%B6rgen_Persson,man,Q6581097,1966-04-22,,"[""Sverige""]","[""Q34""]","[""bordtennisspelare""]","[""Q13382519""]"
Q44828,Jason ”Timbuktu” Diakité,"[""Jason ”Timbuktu” Diakité""]",2,"[126288,386099]","[36,39]",,,https://sv.wikipedia.org/wiki/Timbuktu_(artist),man,Q6581097,1975-01-11,,"[""Sverige""]","[""Q34""]","[""sångare"",""låtskrivare"",""rappare""]","[""Q177220"",""Q753110"",""Q2252262""]"
Q449563,Efva Attling,"[""Efva Attling""]",1,[359913],[53],,,https://sv.wikipedia.org/wiki/Efva_Attling,kvinna,Q6581072,1952-02-18,,"[""Sverige""]","[""Q34""]","[""sångare"",""silversmed"",""modeskapare"",""smyckesformgivare"",""modell"",""formgivare"",""skådespelare""]","[""Q177220"",""Q2216340"",""Q3501317"",""Q2519376"",""Q4610556"",""Q5322166"",""Q33999""]"
Q44969659,Karin Olofsdotter,"[""Karin Olofsdotter""]",1,[2397531],[58],,,https://sv.wikipedia.org/wiki/Karin_Olofsdotter_(diplomat),kvinna,Q6581072,1966-06-16,,"[""Sverige""]","[""Q34""]","[""diplomat""]","[""Q193391""]"
Q44983538,Yngve Gustafson,"[""Yngve Gustafson""]",1,[1518814],[70],,,https://sv.wikipedia.org/wiki/Yngve_Gustafson,man,Q6581097,1949,,"[""Sverige""]","[""Q34""]","[""läkare"",""forskare""]","[""Q39631"",""Q1650915""]"
Q4501788,Louise Hoffsten,"[""Louise Hoffsten""]",1,[373948],[38],,,https://sv.wikipedia.org/wiki/Louise_Hoffsten,kvinna,Q6581072,1965-09-06,,"[""Sverige""]","[""Q34""]","[""sångare""]","[""Q177220""]"
Q450220,Malin Baryard,"[""Malin Baryard""]",1,[366867],[34],,,https://sv.wikipedia.org/wiki/Malin_Baryard-Johnsson,kvinna,Q6581072,1975-04-10,,"[""Sverige""]","[""Q34""]","[""modell"",""sportchef"",""hoppryttare""]","[""Q4610556"",""Q838476"",""Q24797688""]"
Q4503691,Sven Yrvind fd. Lundin,"[""Sven Yrvind fd. Lundin""]",1,[1149121],[52],,,https://sv.wikipedia.org/wiki/Sven_Yrvind,man,Q6581097,1939-04-22,,"[""Sverige""]","[""Q34""]","[""författare""]","[""Q36180""]"
Q450686,Antje Jackelén,"[""Antje Jackelén""]",2,"[386828,1846888]","[59,66]",,,https://sv.wikipedia.org/wiki/Antje_Jackel%C3%A9n,kvinna,Q6581072,1955-06-04,,"[""Sverige""]","[""Q34""]","[""evangelisk teolog"",""pastor"",""ärkebiskop"",""biskop""]","[""Q98833883"",""Q152002"",""Q49476"",""Q29182""]"
Q452567,Hedvig Lindahl,"[""Hedvig Lindahl""]",1,[1952962],[39],,,https://sv.wikipedia.org/wiki/Hedvig_Lindahl,kvinna,Q6581072,1983-04-29,,"[""Sverige""]","[""Q34""]","[""fotbollsspelare""]","[""Q937857""]"
Q453670,Tina Thörner,"[""Tina Thörner""]",1,[373943],[38],,,https://sv.wikipedia.org/wiki/Tina_Th%C3%B6rner,kvinna,Q6581072,1966-02-24,,"[""Sverige""]","[""Q34""]","[""ingenjör"",""entreprenör"",""racerförare"",""kartläsare""]","[""Q81096"",""Q131524"",""Q378622"",""Q2465611""]"
Q454032,Amanda Ooms,"[""Amanda Ooms""]",2,"[557543,2008647]","[34,31]",,,https://sv.wikipedia.org/wiki/Amanda_Ooms,kvinna,Q6581072,1964-09-05,,"[""Sverige""]","[""Q34""]","[""konstnär"",""filmskådespelare"",""skådespelare""]","[""Q483501"",""Q10800557"",""Q33999""]"
Q454638,Hanne-Vibeke Holst,"[""Hanne-Vibeke Holst""]",1,[373911],[45],,,https://sv.wikipedia.org/wiki/Hanne-Vibeke_Holst,kvinna,Q6581072,1959-02-21,,"[""Konungariket Danmark""]","[""Q756617""]","[""journalist"",""filmregissör"",""författare""]","[""Q1930187"",""Q2526255"",""Q36180""]"
Q454740,Nilla Fischer,"[""Nilla Fischer""]",1,[576700],[30],,,https://sv.wikipedia.org/wiki/Nilla_Fischer,kvinna,Q6581072,1984-08-02,,"[""Sverige""]","[""Q34""]","[""fotbollsspelare""]","[""Q937857""]"
Q455370,Jonas Åkerlund,"[""Jonas Åkerlund""]",1,[373944],[38],,,https://sv.wikipedia.org/wiki/Jonas_%C3%85kerlund,man,Q6581097,1965-11-16,,"[""Sverige""]","[""Q34""]","[""trumslagare"",""exekutiv producent"",""filmskapare"",""filmregissör"",""manusförfattare"",""regissör"",""musikvideoregissör""]","[""Q386854"",""Q1053574"",""Q1414443"",""Q2526255"",""Q28389"",""Q3455803"",""Q2340668""]"
Q455831,Jonas Jerebko,"[""Jonas Jerebko""]",1,[116382],[25],,,https://sv.wikipedia.org/wiki/Jonas_Jerebko,man,Q6581097,1987-03-02,,"[""Sverige"",""USA""]","[""Q34"",""Q30""]","[""basketspelare""]","[""Q3665646""]"
Q455839,Camilla Henemark,"[""Camilla Henemark""]",1,[415915],[27],,,https://sv.wikipedia.org/wiki/Camilla_Henemark,kvinna,Q6581072,1964-10-23,,"[""Sverige""]","[""Q34""]","[""sångare"",""musiker"",""modell"",""skådespelare""]","[""Q177220"",""Q639669"",""Q4610556"",""Q33999""]"
Q4566209,Ylva Eggehorn,"[""Ylva Eggehorn""]",1,[359450],[55],,,https://sv.wikipedia.org/wiki/Ylva_Eggehorn,kvinna,Q6581072,1950-03-06,,"[""Sverige""]","[""Q34""]","[""författare"",""översättare"",""psalmförfattare""]","[""Q36180"",""Q333634"",""Q13424456""]"
Q4567418,Kristian Luuk,"[""Kristian Luuk""]",2,"[367049,420008]","[43,30]",,,https://sv.wikipedia.org/wiki/Kristian_Luuk,man,Q6581097,1966-06-14,,"[""Sverige""]","[""Q34""]","[""TV-programledare""]","[""Q947873""]"
Q4567447,Per Morberg,"[""Per Morberg""]",1,[69405],[50],,,https://sv.wikipedia.org/wiki/Per_Morberg,man,Q6581097,1960-06-23,,"[""Sverige""]","[""Q34""]","[""nyhetsankare"",""kock"",""TV-programledare"",""filmskådespelare"",""skådespelare""]","[""Q270389"",""Q156839"",""Q947873"",""Q10800557"",""Q33999""]"
Q4568100,David Batra,"[""David Batra""]",2,"[370058,562302]","[35,42]",,,https://sv.wikipedia.org/wiki/David_Batra,man,Q6581097,1972-11-29,,"[""Sverige""]","[""Q34""]","[""skådespelare"",""manusförfattare"",""komiker""]","[""Q33999"",""Q28389"",""Q245068""]"
Q4568363,Barbro Alving,"[""Barbro Alving""]",1,[425089],[62],,,https://sv.wikipedia.org/wiki/Barbro_Alving,kvinna,Q6581072,1909-01-12,1987-01-22,"[""Sverige""]","[""Q34""]","[""författare"",""manusförfattare"",""översättare"",""journalist""]","[""Q36180"",""Q28389"",""Q333634"",""Q1930187""]"
Q4568660,Lennart Jähkel,"[""Lennart Jähkel""]",1,[2578977],[68],,,https://sv.wikipedia.org/wiki/Lennart_J%C3%A4hkel,man,Q6581097,1956-09-27,,"[""Sverige""]","[""Q34""]","[""skådespelare""]","[""Q33999""]"
Q4568915,Ellen Jelinek,"[""Ellen Jelinek""]",1,[234551],[39],,,https://sv.wikipedia.org/wiki/Ellen_Jelinek,kvinna,Q6581072,1973-12-05,,"[""Sverige""]","[""Q34""]","[""skådespelare""]","[""Q33999""]"
Q4568942,Morgan Alling,"[""Morgan Alling""]",2,"[131418,367266]","[44,41]",,,https://sv.wikipedia.org/wiki/Morgan_Alling,man,Q6581097,1968-06-08,,"[""Sverige""]","[""Q34""]","[""skådespelare"",""manusförfattare"",""röstskådespelare"",""filmregissör"",""regissör""]","[""Q33999"",""Q28389"",""Q2405480"",""Q2526255"",""Q3455803""]"
Q4569350,Anders Piltz,"[""Anders Piltz""]",1,[597895],[58],,,https://sv.wikipedia.org/wiki/Anders_Piltz,man,Q6581097,1943-03-07,,"[""Sverige""]","[""Q34""]","[""latinist"",""medeltidshistoriker"",""präst"",""historiker"",""universitetslärare"",""språkvetare""]","[""Q17598791"",""Q3332711"",""Q42603"",""Q201788"",""Q1622272"",""Q14467526""]"
Q456987,Frida Hyvönen,"[""Frida Hyvönen""]",1,[367846],[31],,,https://sv.wikipedia.org/wiki/Frida_Hyv%C3%B6nen,kvinna,Q6581072,1977-12-30,,"[""Sverige""]","[""Q34""]","[""sångare"",""musiker"",""låtskrivare"",""kompositör""]","[""Q177220"",""Q639669"",""Q753110"",""Q36834""]"
Q4569882,Philip Zandén,"[""Philip Zandén""]",1,[911980],[46],,,https://sv.wikipedia.org/wiki/Philip_Zand%C3%A9n,man,Q6581097,1954-07-23,,"[""Sverige""]","[""Q34""]","[""skådespelare"",""manusförfattare"",""filmregissör"",""tv-skådespelare""]","[""Q33999"",""Q28389"",""Q2526255"",""Q10798782""]"
Q457009,Kerstin Thorvall,"[""Kerstin Thorvall""]",1,[382814],[77],,,https://sv.wikipedia.org/wiki/Kerstin_Thorvall,kvinna,Q6581072,1925-08-12,2010-04-09,"[""Sverige""]","[""Q34""]","[""illustratör"",""journalist"",""författare"",""poet""]","[""Q644687"",""Q1930187"",""Q36180"",""Q49757""]"
Q4571722,Måns Gahrton,"[""Måns Gahrton""]",1,[911957],[38],,,https://sv.wikipedia.org/wiki/M%C3%A5ns_Gahrton,man,Q6581097,1961,,"[""Sverige""]","[""Q34""]","[""serietecknare"",""serietecknare"",""barnboksförfattare"",""författare""]","[""Q715301"",""Q1114448"",""Q4853732"",""Q36180""]"
Q457656,Tomas Alfredson,"[""Tomas Alfredson""]",1,[359931],[40],,,https://sv.wikipedia.org/wiki/Tomas_Alfredson,man,Q6581097,1965-04-01,,"[""Sverige""]","[""Q34""]","[""filmregissör"",""regissör"",""filmklippare"",""filmskådespelare"",""skådespelare"",""manusförfattare""]","[""Q2526255"",""Q3455803"",""Q7042855"",""Q10800557"",""Q33999"",""Q28389""]"
Q4578917,Marie-Louise Ekman,"[""Marie-Louise Ekman""]",3,"[370324,1518810,2471279]","[63,75,32]",,,https://sv.wikipedia.org/wiki/Marie-Louise_Ekman,kvinna,Q6581072,1944-11-05,,"[""Sverige""]","[""Q34""]","[""dramaturg"",""målare"",""skulptör"",""filmskapare"",""grafiker"",""filmregissör"",""regissör"",""textilkonstnär"",""teaterintendent"",""skådespelare"",""manusförfattare""]","[""Q487596"",""Q1028181"",""Q1281618"",""Q1414443"",""Q1925963"",""Q2526255"",""Q3455803"",""Q10694573"",""Q39020112"",""Q33999"",""Q28389""]"
Q4579599,Pija Lindenbaum,"[""Pija Lindenbaum""]",1,[126328],[55],,,https://sv.wikipedia.org/wiki/Pija_Lindenbaum,kvinna,Q6581072,1955-04-27,,"[""Sverige""]","[""Q34""]","[""illustratör"",""grafiker"",""barnboksförfattare"",""formgivare"",""författare"",""bilderboksförfattare""]","[""Q644687"",""Q1925963"",""Q4853732"",""Q5322166"",""Q36180"",""Q11606860""]"
Q4580159,Joe Labero,"[""Joe Labero""]",1,[366713],[45],,,https://sv.wikipedia.org/wiki/Joe_Labero,man,Q6581097,1963-07-28,,"[""Sverige""]","[""Q34""]","[""illusionist"",""magiker""]","[""Q1658894"",""Q2488257""]"
Q4580910,Olle Adolphson,"[""Olle Adolphson""]",3,"[421623,1569337,1569359]","[59,51,46]",,,https://sv.wikipedia.org/wiki/Olle_Adolphson,man,Q6581097,1934-05-02,2004-03-10,"[""Sverige""]","[""Q34""]","[""skivartist"",""sångare"",""låtskrivare""]","[""Q55960555"",""Q177220"",""Q753110""]"
Q4580955,Ulla Skoog,"[""Ulla Skoog""]",3,"[420717,557632,592631]","[44,38,64]",,,https://sv.wikipedia.org/wiki/Ulla_Skoog,kvinna,Q6581072,1951-02-23,,"[""Sverige""]","[""Q34""]","[""komiker"",""filmskådespelare"",""revyartist"",""ståuppkomiker"",""skådespelare""]","[""Q245068"",""Q10800557"",""Q10651585"",""Q18545066"",""Q33999""]"
Q458135,Torun Bülow-Hübe,"[""Torun Bülow-Hübe""]",1,[1149935],[71],,,https://sv.wikipedia.org/wiki/Torun_B%C3%BClow-H%C3%BCbe,kvinna,Q6581072,1927-12-04,2004-07-03,"[""Sverige""]","[""Q34""]","[""silversmed"",""smyckesformgivare"",""formgivare""]","[""Q2216340"",""Q2519376"",""Q5322166""]"
Q458259,Frida Östberg,"[""Frida Östberg""]",1,[373926],[26],,,https://sv.wikipedia.org/wiki/Frida_%C3%96stberg,kvinna,Q6581072,1977-12-10,,"[""Sverige""]","[""Q34""]","[""fotbollsspelare""]","[""Q937857""]"
Q4582844,Heidi Andersson,"[""Heidi Andersson""]",1,[116701],[31],,,https://sv.wikipedia.org/wiki/Heidi_Andersson,kvinna,Q6581072,1981-02-27,,"[""Sverige""]","[""Q34""]","[""idrottare""]","[""Q2066131""]"
Q4585272,Beate Grimsrud,"[""Beate Grimsrud""]",2,"[126292,911961]","[48,37]",,,https://sv.wikipedia.org/wiki/Beate_Grimsrud,kvinna,Q6581072,1963-04-28,2020-07-01,"[""Norge""]","[""Q20""]","[""filmregissör"",""romanförfattare"",""boxare"",""novellförfattare"",""författare"",""manusförfattare"",""fotbollsspelare""]","[""Q2526255"",""Q6625963"",""Q11338576"",""Q15949613"",""Q36180"",""Q28389"",""Q937857""]"
Q458531,Marit Bergman,"[""Marit Bergman""]",1,[285997],[30],,,https://sv.wikipedia.org/wiki/Marit_Bergman,kvinna,Q6581072,1975-05-21,,"[""Sverige""]","[""Q34""]","[""kompositör""]","[""Q36834""]"
Q4586988,Ingvar Kjellson,"[""Ingvar Kjellson""]",1,[216119],[90],,,https://sv.wikipedia.org/wiki/Ingvar_Kjellson,man,Q6581097,1923-05-20,2014-12-18,"[""Sverige""]","[""Q34""]","[""skådespelare"",""röstskådespelare"",""filmregissör"",""filmskådespelare"",""tv-skådespelare"",""tv-regissör""]","[""Q33999"",""Q2405480"",""Q2526255"",""Q10800557"",""Q10798782"",""Q2059704""]"
Q458752,Ewa Fröling,"[""Ewa Fröling""]",1,[2815547],[73],,,https://sv.wikipedia.org/wiki/Ewa_Fr%C3%B6ling,kvinna,Q6581072,1952-08-09,,"[""Sverige""]","[""Q34""]","[""röstskådespelare"",""filmskådespelare"",""scenskådespelare"",""skådespelare""]","[""Q2405480"",""Q10800557"",""Q2259451"",""Q33999""]"
Q459726,Gellert Tamas,"[""Gellert Tamas""]",1,[364495],[43],,,https://sv.wikipedia.org/wiki/Gellert_Tamas,man,Q6581097,1963-02-17,,"[""Sverige""]","[""Q34""]","[""filmmanusförfattare"",""journalist"",""filmproducent"",""filmregissör"",""publicist"",""dokumentärmakare"",""författare"",""reporter""]","[""Q69423232"",""Q1930187"",""Q3282637"",""Q2526255"",""Q6051619"",""Q11814411"",""Q36180"",""Q42909""]"
Q460392,Johan Olsson,"[""Johan Olsson""]",1,[741033],[36],,,https://sv.wikipedia.org/wiki/Johan_Olsson_(l%C3%A4ngdskid%C3%A5kare),man,Q6581097,1980-03-19,,"[""Sverige""]","[""Q34""]","[""längdskidåkare""]","[""Q13382608""]"
Q460475,Nick Bostrom,"[""Nick Bostrom""]",1,[1298228],[46],,,https://sv.wikipedia.org/wiki/Nick_Bostrom,man,Q6581097,1973-03-10,,"[""Sverige""]","[""Q34""]","[""universitetslärare"",""filosof""]","[""Q1622272"",""Q4964182""]"
Q460491,Ingrid Luterkort,"[""Ingrid Luterkort""]",1,[358672],[95],,,https://sv.wikipedia.org/wiki/Ingrid_Luterkort,kvinna,Q6581072,1910-06-28,2011-08-03,"[""Sverige""]","[""Q34""]","[""musiker"",""pedagog"",""universitetslärare"",""regissör"",""filmskådespelare"",""scenskådespelare"",""skådespelare""]","[""Q639669"",""Q1231865"",""Q1622272"",""Q3455803"",""Q10800557"",""Q2259451"",""Q33999""]"
Q460554,Ia Langhammer,"[""Ia Langhammer""]",1,[2397772],[61],,,https://sv.wikipedia.org/wiki/Ia_Langhammer,kvinna,Q6581072,1962-08-13,,"[""Sverige""]","[""Q34""]","[""skådespelare"",""sångare"",""röstskådespelare"",""filmskådespelare""]","[""Q33999"",""Q177220"",""Q2405480"",""Q10800557""]"
Q460863,Inger Frimansson,"[""Inger Frimansson""]",1,[373917],[59],,,https://sv.wikipedia.org/wiki/Inger_Frimansson,kvinna,Q6581072,1944-11-14,,"[""Sverige""]","[""Q34""]","[""journalist"",""barnboksförfattare"",""romanförfattare"",""författare""]","[""Q1930187"",""Q4853732"",""Q6625963"",""Q36180""]"
Q462283,Anna Jansson,"[""Anna Jansson""]",1,[359897],[47],,,https://sv.wikipedia.org/wiki/Anna_Jansson,kvinna,Q6581072,1958-02-13,,"[""Sverige""]","[""Q34""]","[""författare""]","[""Q36180""]"
Q462827,Barbro Lindgren,"[""Barbro Lindgren""]",2,"[126261,425085]","[74,37]",,,https://sv.wikipedia.org/wiki/Barbro_Lindgren,kvinna,Q6581072,1937-03-18,,"[""Sverige""]","[""Q34""]","[""författare"",""översättare"",""barnboksförfattare""]","[""Q36180"",""Q333634"",""Q4853732""]"
Q463503,Pernilla Stalfelt,"[""Pernilla Stalfelt""]",1,[362947],[44],,,https://sv.wikipedia.org/wiki/Pernilla_Stalfelt,kvinna,Q6581072,1962-02-22,,"[""Sverige""]","[""Q34""]","[""författare"",""bilderboksförfattare"",""illustratör""]","[""Q36180"",""Q11606860"",""Q644687""]"
Q464204,Sofia Jannok,"[""Sofia Jannok""]",1,[323364],[26],,,https://sv.wikipedia.org/wiki/Sofia_Jannok,kvinna,Q6581072,1982-09-15,,"[""Sverige""]","[""Q34""]","[""skådespelare"",""sångare"",""musiker"",""låtskrivare"",""TV-programledare"",""singer-songwriter""]","[""Q33999"",""Q177220"",""Q639669"",""Q753110"",""Q947873"",""Q488205""]"
Q465912,Märta Tikkanen,"[""Märta Tikkanen""]",1,[116720],[77],,,https://sv.wikipedia.org/wiki/M%C3%A4rta_Tikkanen,kvinna,Q6581072,1935-04-03,,"[""Finland""]","[""Q33""]","[""journalist"",""filosof"",""litteraturvetare"",""författare""]","[""Q1930187"",""Q4964182"",""Q17167049"",""Q36180""]"
Q467073,Sanne Salomonsen,"[""Sanne Salomonsen""]",1,[2181789],[67],,,https://sv.wikipedia.org/wiki/Sanne_Salomonsen,kvinna,Q6581072,1955-12-30,,"[""Konungariket Danmark""]","[""Q756617""]","[""skådespelare"",""sångare"",""musiker"",""låtskrivare"",""röstskådespelare""]","[""Q33999"",""Q177220"",""Q639669"",""Q753110"",""Q2405480""]"
Q467434,Gunilla Bergström,"[""Gunilla Bergström""]",1,[419934],[56],,,https://sv.wikipedia.org/wiki/Gunilla_Bergstr%C3%B6m,kvinna,Q6581072,1942-07-03,2021-08-23,"[""Sverige""]","[""Q34""]","[""författare"",""manusförfattare"",""bilderboksförfattare"",""illustratör"",""journalist"",""barnboksförfattare""]","[""Q36180"",""Q28389"",""Q11606860"",""Q644687"",""Q1930187"",""Q4853732""]"
Q4674518,Trita Parsi,"[""Trita Parsi""]",1,[116711],[37],,,https://sv.wikipedia.org/wiki/Trita_Parsi,man,Q6581097,1974-07-21,,"[""Iran""]","[""Q794""]","[""författare"",""statsvetare""]","[""Q36180"",""Q1238570""]"
Q467948,Jonas Gahr Støre,"[""Jonas Gahr Støre""]",1,[366864],[48],,,https://sv.wikipedia.org/wiki/Jonas_Gahr_St%C3%B8re,man,Q6581097,1960-08-25,,"[""Norge""]","[""Q20""]","[""politiker"",""diplomat""]","[""Q82955"",""Q193391""]"
Q468134,Helen Sjöholm,"[""Helen Sjöholm""]",1,[365091],[36],,,https://sv.wikipedia.org/wiki/Helen_Sj%C3%B6holm,kvinna,Q6581072,1970-07-10,,"[""Sverige""]","[""Q34""]","[""sångare"",""musiker"",""skådespelare"",""skivartist"",""dansbandssångare""]","[""Q177220"",""Q639669"",""Q33999"",""Q55960555"",""Q104224740""]"
Q468499,Tuva Novotny,"[""Tuva Novotny""]",1,[324146],[26],,,https://sv.wikipedia.org/wiki/Tuva_Novotny,kvinna,Q6581072,1979-12-21,,"[""Sverige""]","[""Q34""]","[""skådespelare"",""manusförfattare"",""sångare"",""röstskådespelare"",""filmregissör"",""filmskådespelare""]","[""Q33999"",""Q28389"",""Q177220"",""Q2405480"",""Q2526255"",""Q10800557""]"
Q469869,Helena Bergström,"[""Helena Bergström""]",2,"[126279,2815462]","[47,62]",,,https://sv.wikipedia.org/wiki/Helena_Bergstr%C3%B6m,kvinna,Q6581072,1964-02-05,,"[""Sverige""]","[""Q34""]","[""skådespelare"",""manusförfattare"",""filmregissör"",""regissör"",""filmskådespelare""]","[""Q33999"",""Q28389"",""Q2526255"",""Q3455803"",""Q10800557""]"
Q470630,Peter Eriksson,"[""Peter Eriksson""]",1,[359896],[46],,,https://sv.wikipedia.org/wiki/Peter_Eriksson_(politiker),man,Q6581097,1958-08-03,,"[""Sverige""]","[""Q34""]","[""politiker""]","[""Q82955""]"
Q47087278,Gizem Kling Erdogan,"[""Gizem Kling Erdogan""]",1,[1740721],[34],,,https://sv.wikipedia.org/wiki/Gizem_Erdogan,kvinna,Q6581072,1987-04-30,,"[""Sverige"",""Turkiet""]","[""Q34"",""Q43""]","[""filmskådespelare"",""scenskådespelare"",""skådespelare""]","[""Q10800557"",""Q2259451"",""Q33999""]"
Q4717763,Alex Schulman,"[""Alex Schulman""]",1,[367476],[33],,,https://sv.wikipedia.org/wiki/Alex_Schulman,man,Q6581097,1976-02-17,,"[""Sverige""]","[""Q34""]","[""författare"",""journalist"",""bloggare"",""societetsperson""]","[""Q36180"",""Q1930187"",""Q8246794"",""Q512314""]"
Q4720613,Alexandra Charles,"[""Alexandra Charles""]",1,[373934],[57],,,https://sv.wikipedia.org/wiki/Alexandra_Charles,kvinna,Q6581072,1946-11-12,,"[""Sverige""]","[""Q34""]",[],[]
Q4725739,Alice Bah Kuhnke,"[""Alice Bah"",""Alice Bah Kuhnke""]",2,"[126286,449609]","[39,29]",,,https://sv.wikipedia.org/wiki/Alice_Bah_Kuhnke,kvinna,Q6581072,1971-12-21,,"[""Sverige""]","[""Q34""]","[""politiker"",""journalist"",""idrottare"",""TV-programledare""]","[""Q82955"",""Q1930187"",""Q2066131"",""Q947873""]"
Q472801,Leif Silbersky,"[""Leif Silbersky""]",1,[369367],[70],,,https://sv.wikipedia.org/wiki/Leif_Silbersky,man,Q6581097,1938-03-08,2024-12-20,"[""Sverige""]","[""Q34""]","[""jurist"",""försvarsadvokat"",""diktarjurist"",""advokat"",""författare""]","[""Q185351"",""Q512345"",""Q1209498"",""Q17048963"",""Q36180""]"
Q4753727,Anders Berglund,"[""Anders Berglund""]",1,[1077292],[70],,,https://sv.wikipedia.org/wiki/Anders_Berglund,man,Q6581097,1948-07-21,,"[""Sverige""]","[""Q34""]","[""kompositör"",""dirigent"",""pianist""]","[""Q36834"",""Q158852"",""Q486748""]"
Q4753826,Anders Jansson,"[""Anders Jansson""]",2,"[359922,383508]","[37,43]",,,https://sv.wikipedia.org/wiki/Anders_Jansson_(komiker),man,Q6581097,1967-10-09,,"[""Sverige""]","[""Q34""]","[""komiker"",""filmskådespelare"",""programledare"",""tv-skådespelare"",""tv-regissör"",""skådespelare"",""manusförfattare"",""filmmanusförfattare""]","[""Q245068"",""Q10800557"",""Q13590141"",""Q10798782"",""Q2059704"",""Q33999"",""Q28389"",""Q69423232""]"
Q4753889,Anders Olsson,"[""Anders Olsson""]",1,[116376],[46],,,https://sv.wikipedia.org/wiki/Anders_Olsson_(simmare),man,Q6581097,1965-09-15,,"[""Sverige""]","[""Q34""]","[""simmare""]","[""Q10843402""]"
Q4753937,Anders Thornberg,"[""Anders Thornberg""]",1,[1077287],[58],,,https://sv.wikipedia.org/wiki/Anders_Thornberg,man,Q6581097,1959-07-25,,"[""Sverige""]","[""Q34""]","[""ämbetsman""]","[""Q212238""]"
Q4755577,Andreas Norlén,"[""Andreas Norlén""]",1,[2578958],[52],,,https://sv.wikipedia.org/wiki/Andreas_Norl%C3%A9n,man,Q6581097,1973-05-06,,"[""Sverige""]","[""Q34""]","[""politiker"",""jurist"",""universitetslärare""]","[""Q82955"",""Q185351"",""Q1622272""]"
Q4766863,Anna Blomberg,"[""Anna Blomberg""]",1,[216116],[41],,,https://sv.wikipedia.org/wiki/Anna_Blomberg,kvinna,Q6581072,1972-05-20,,"[""Sverige""]","[""Q34""]","[""komiker"",""skådespelare""]","[""Q245068"",""Q33999""]"
Q4767161,Anna Kinberg Batra,"[""Anna Kinberg Batra""]",1,[1735064],[51],,,https://sv.wikipedia.org/wiki/Anna_Kinberg_Batra,kvinna,Q6581072,1970-04-14,,"[""Sverige""]","[""Q34""]","[""politiker"",""nationalekonom""]","[""Q82955"",""Q188094""]"
