wikidata_id,speaker,sr_names,episode_count,episode_ids,ages_at_episodes,wikidata_label,wikidata_description,wikipedia_url,gender,gender_id,birth_date,death_date,citizenships,citizenship_ids,occupations,occupation_ids
Q24524936,Therese Lindgren,"[""Therese Lindgren""]",1,[1518772],[33],,,https://sv.wikipedia.org/wiki/Ther%C3%A9se_Lindgren,kvinna,Q6581072,1987-02-15,,"[""Sverige""]","[""Q34""]","[""entreprenör"",""influerare"",""djurrättsaktivist"",""videobloggare"",""författare"",""skådespelare""]","[""Q131524"",""Q2906862"",""Q11966252"",""Q4110598"",""Q36180"",""Q33999""]"
Q246422,Ralph Lundsten,"[""Ralph Lundsten""]",3,"[1143219,1144359,1144387]","[47,44,52]",,,https://sv.wikipedia.org/wiki/Ralph_Lundsten,man,Q6581097,1936-10-06,2023-07-05,"[""Sverige""]","[""Q34""]","[""författare"",""kompositör"",""filmregissör"",""regissör""]","[""Q36180"",""Q36834"",""Q2526255"",""Q3455803""]"
Q24668286,Lennart Bylock,"[""Lennart Bylock""]",1,[760428],[76],,,https://sv.wikipedia.org/wiki/Lennart_Bylock,man,Q6581097,1940-04-27,,"[""Sverige""]","[""Q34""]","[""affärsidkare""]","[""Q43845""]"
Q24680868,Anna Rosling Rönnlund,"[""Anna Rosling Rönnlund""]",1,[1319490],[44],,,https://sv.wikipedia.org/wiki/Anna_Rosling_R%C3%B6nnlund,kvinna,Q6581072,1975-04-04,,"[""Sverige""]","[""Q34""]","[""systemutvecklare"",""statistiker"",""formgivare""]","[""Q183888"",""Q2732142"",""Q5322166""]"
Q24701053,Emilia Lind,"[""Emilia Lind""]",1,[751778],[23],,,https://sv.wikipedia.org/wiki/Emilia_Lind,kvinna,Q6581072,1993-04-27,,"[""Sverige""]","[""Q34""]",[],[]
Q24701056,Iman Aldebe,"[""Iman Aldebe""]",1,[760833],[31],,,https://sv.wikipedia.org/wiki/Iman_Aldebe,kvinna,Q6581072,1984-10-24,,"[""Sverige""]","[""Q34""]","[""modeskapare""]","[""Q3501317""]"
Q24701088,Hannah Akuffo,"[""Hannah Akuffo""]",1,[768710],[62],,,https://sv.wikipedia.org/wiki/Hannah_Akuffo,kvinna,Q6581072,1954-07-07,,[],[],"[""immunolog"",""parasitolog"",""universitetslärare""]","[""Q12119633"",""Q12773412"",""Q1622272""]"
Q24701093,Ove ”Doc Forest” Skog,"[""Ove ”Doc Forest” Skog""]",1,[743434],[72],,,https://sv.wikipedia.org/wiki/Ove_Skog,man,Q6581097,1944-07-07,2018-06-25,"[""Sverige""]","[""Q34""]","[""tatuerare""]","[""Q1861368""]"
Q2478968,René Vázquez Diaz,"[""René Vázquez Diaz""]",1,[363997],[53],,,https://sv.wikipedia.org/wiki/Ren%C3%A9_V%C3%A1zquez_D%C3%ADaz,man,Q6581097,1952-09-07,,"[""Sverige"",""Kuba""]","[""Q34"",""Q241""]","[""översättare"",""dramatiker"",""journalist"",""författare""]","[""Q333634"",""Q214917"",""Q1930187"",""Q36180""]"
Q24827195,Ulrika Rogland,"[""Ulrika Rogland""]",1,[743390],[51],,,https://sv.wikipedia.org/wiki/Ulrika_Rogland,kvinna,Q6581072,1964-10-14,,[],[],[],[]
Q248575,Gina Dirawi,"[""Gina Dirawi""]",2,"[126248,2578974]","[20,34]",,,https://sv.wikipedia.org/wiki/Gina_Dirawi,kvinna,Q6581072,1990-12-11,,"[""Sverige""]","[""Q34""]","[""sångare"",""komiker"",""TV-programledare"",""modell"",""bloggare"",""filmskådespelare"",""programledare"",""cirkusartist"",""författare"",""skådespelare""]","[""Q177220"",""Q245068"",""Q947873"",""Q4610556"",""Q8246794"",""Q10800557"",""Q13590141"",""Q17307272"",""Q36180"",""Q33999""]"
Q248592,Sarah Dawn Finer,"[""Sarah Dawn Finer""]",2,"[203034,387453]","[31,28]",,,https://sv.wikipedia.org/wiki/Sarah_Dawn_Finer,kvinna,Q6581072,1981-09-14,,"[""Sverige""]","[""Q34""]","[""skådespelare"",""sångare"",""musiker"",""låtskrivare"",""TV-programledare""]","[""Q33999"",""Q177220"",""Q639669"",""Q753110"",""Q947873""]"
Q2494607,Karl-Petter Thorwaldsson,"[""Karl-Petter Thorwaldsson""]",1,[576706],[50],,,https://sv.wikipedia.org/wiki/Karl-Petter_Thorwaldsson,man,Q6581097,1964-12-26,,"[""Sverige""]","[""Q34""]","[""politiker"",""fackföreningsperson""]","[""Q82955"",""Q15627169""]"
Q2494623,Kjell Höglund,"[""Kjell Höglund""]",1,[419237],[53],,,https://sv.wikipedia.org/wiki/Kjell_H%C3%B6glund,man,Q6581097,1945-12-08,,"[""Sverige""]","[""Q34""]","[""sångare"",""författare"",""låtskrivare""]","[""Q177220"",""Q482980"",""Q753110""]"
Q2498137,Kim Anderzon,"[""Kim Anderzon""]",1,[460951],[51],,,https://sv.wikipedia.org/wiki/Kim_Anderzon,kvinna,Q6581072,1943-03-20,2014-10-24,"[""Sverige""]","[""Q34""]","[""skådespelare"",""scenskådespelare""]","[""Q33999"",""Q2259451""]"
Q24999,Cordelia Edvardsson,"[""Cordelia Edvardsson""]",1,[1345290],[69],,,https://sv.wikipedia.org/wiki/Cordelia_Edvardson,kvinna,Q6581072,1929,2012-10-29,"[""Weimarrepubliken"",""Israel"",""Spanien"",""Sverige""]","[""Q41304"",""Q801"",""Q29"",""Q34""]","[""självbiograf"",""journalist"",""författare"",""poet""]","[""Q18814623"",""Q1930187"",""Q36180"",""Q49757""]"
Q2533208,Eva Bergman,"[""Eva Bergman""]",1,[390118],[56],,,https://sv.wikipedia.org/wiki/Eva_Bergman,kvinna,Q6581072,1945-09-05,,"[""Sverige""]","[""Q34""]","[""regiassistent"",""filmregissör"",""regissör""]","[""Q1757008"",""Q2526255"",""Q3455803""]"
Q253640,Maud Olofsson,"[""Maud Olofsson""]",1,[324411],[49],,,https://sv.wikipedia.org/wiki/Maud_Olofsson,kvinna,Q6581072,1955-08-09,,"[""Sverige""]","[""Q34""]","[""politiker"",""forskare""]","[""Q82955"",""Q1650915""]"
Q256738,Linn Ullmann,"[""Linn Ullmann""]",1,[415912],[32],,,https://sv.wikipedia.org/wiki/Linn_Ullmann,kvinna,Q6581072,1966-08-09,,"[""Norge""]","[""Q20""]","[""journalist"",""litteraturkritiker"",""författare"",""skådespelare""]","[""Q1930187"",""Q4263842"",""Q36180"",""Q33999""]"
Q256763,Anne Holt,"[""Anne Holt""]",1,[2543005],[40],,,https://sv.wikipedia.org/wiki/Anne_Holt,kvinna,Q6581072,1958-11-16,,"[""Norge""]","[""Q20""]","[""politiker"",""jurist"",""författare"",""polisbefäl"",""journalist"",""TV-programledare"",""romanförfattare"",""kriminalförfattare"",""advokat""]","[""Q82955"",""Q185351"",""Q482980"",""Q361593"",""Q1930187"",""Q947873"",""Q6625963"",""Q10297252"",""Q17048963""]"
Q256796,Åsne Seierstad,"[""Åsne Seierstad""]",1,[381871],[33],,,https://sv.wikipedia.org/wiki/%C3%85sne_Seierstad,kvinna,Q6581072,1970-02-10,,"[""Norge""]","[""Q20""]","[""författare"",""journalist""]","[""Q36180"",""Q1930187""]"
Q257700,Jenny Kallur,"[""Jenny Kallur""]",1,[418136],[27],,,https://sv.wikipedia.org/wiki/Jenny_Kallur,kvinna,Q6581072,1981-02-16,,"[""Sverige""]","[""Q34""]","[""sprinter""]","[""Q4009406""]"
Q2587680,Dominika Peczynski,"[""Dominika Peczynski""]",1,[390116],[31],,,https://sv.wikipedia.org/wiki/Dominika_Peczynski,kvinna,Q6581072,1970-09-20,,"[""Polen"",""Sverige""]","[""Q36"",""Q34""]","[""politiker"",""sångare"",""TV-programledare"",""modell""]","[""Q82955"",""Q177220"",""Q947873"",""Q4610556""]"
Q259543,Siri Hustvedt,"[""Siri Hustvedt""]",1,[1526868],[65],,,https://sv.wikipedia.org/wiki/Siri_Hustvedt,kvinna,Q6581072,1955-02-19,,"[""USA""]","[""Q30""]","[""romanförfattare"",""essäist"",""författare"",""poet""]","[""Q6625963"",""Q11774202"",""Q36180"",""Q49757""]"
Q2599500,Maja Ivarsson,"[""Maja Ivarsson""]",1,[203027],[33],,,https://sv.wikipedia.org/wiki/Maja_Ivarsson,kvinna,Q6581072,1979-10-02,,"[""Sverige""]","[""Q34""]","[""sångare"",""gitarrist"",""karateutövare""]","[""Q177220"",""Q855091"",""Q9017214""]"
Q2602768,Alexander Ahndoril,"[""Alexander Ahndoril""]",1,[2578787],[58],,,https://sv.wikipedia.org/wiki/Alexander_Ahndoril,man,Q6581097,1967-01-20,,"[""Sverige""]","[""Q34""]","[""författare"",""dramatiker""]","[""Q36180"",""Q214917""]"
Q260570,Karin Dreijer,"[""Karin Dreijer""]",1,[373915],[29],,,https://sv.wikipedia.org/wiki/Karin_Dreijer,könsbytande,Q18116794,1975-04-07,,"[""Sverige""]","[""Q34""]","[""popmusiker"",""sångare"",""musikproducent"",""musiker"",""låtskrivare"",""kompositör""]","[""Q102277154"",""Q177220"",""Q183945"",""Q639669"",""Q753110"",""Q36834""]"
Q2615981,Vigdis Hjorth,"[""Vigdis Hjorth""]",1,[1952973],[63],,,https://sv.wikipedia.org/wiki/Vigdis_Hjorth,kvinna,Q6581072,1959-07-19,,"[""Norge""]","[""Q20""]","[""radioprogramledare"",""författare"",""manusförfattare"",""barnboksförfattare""]","[""Q2722764"",""Q36180"",""Q28389"",""Q4853732""]"
Q2619712,Caroline Winberg,"[""Caroline Winberg""]",1,[407723],[29],,,https://sv.wikipedia.org/wiki/Caroline_Winberg,kvinna,Q6581072,1985-03-27,,"[""Sverige""]","[""Q34""]","[""modell"",""skådespelare""]","[""Q4610556"",""Q33999""]"
Q26211841,Bianca Salming,"[""Bianca Salming""]",1,[2181329],[24],,,https://sv.wikipedia.org/wiki/Bianca_Salming,kvinna,Q6581072,1998-11-22,,"[""Sverige""]","[""Q34""]","[""friidrottare""]","[""Q11513337""]"
Q26211921,Parul Sharma,"[""Parul Sharma""]",1,[760183],[40],,,https://sv.wikipedia.org/wiki/Parul_Sharma,kvinna,Q6581072,1975-09-02,,"[""Sverige""]","[""Q34""]","[""människorättsförsvarare"",""jurist""]","[""Q1476215"",""Q185351""]"
Q26211925,Mikael Karlsson,"[""Mikael Karlsson""]",1,[751686],[40],,,https://sv.wikipedia.org/wiki/Mikael_Karlsson_(komposit%C3%B6r),man,Q6581097,1975-08-12,,"[""Sverige""]","[""Q34""]","[""kompositör""]","[""Q36834""]"
Q26211953,Angelica Ström,"[""Angelica Ström""]",1,[768661],[62],,,https://sv.wikipedia.org/wiki/Angelica_Str%C3%B6m_(l%C3%A4rare),kvinna,Q6581072,1953-11-13,,"[""Sverige""]","[""Q34""]",[],[]
Q262231,Sara Bergmark Elfgren,"[""Sara Bergmark Elfgren""]",1,[116686],[31],,,https://sv.wikipedia.org/wiki/Sara_Bergmark_Elfgren,kvinna,Q6581072,1980,,"[""Sverige""]","[""Q34""]","[""författare"",""manusförfattare"",""ungdomsförfattare"",""dramatiker"",""dramaturg"",""serietecknare"",""barnboksförfattare""]","[""Q36180"",""Q28389"",""Q62083492"",""Q214917"",""Q487596"",""Q1114448"",""Q4853732""]"
Q262285,Lars Ohly,"[""Lars Ohly""]",1,[57167],[54],,,https://sv.wikipedia.org/wiki/Lars_Ohly,man,Q6581097,1957-01-13,,"[""Sverige""]","[""Q34""]","[""politiker""]","[""Q82955""]"
Q26250835,Mia Parnevik,"[""Mia Parnevik""]",1,[1952970],[54],,,https://sv.wikipedia.org/wiki/Mia_Parnevik,kvinna,Q6581072,1968-02-20,,"[""Sverige""]","[""Q34""]",[],[]
Q26260685,Kristina ”Keyyo” Petrushina,"[""Kristina ”Keyyo” Petrushina""]",1,[1738119],[24],,,https://sv.wikipedia.org/wiki/Keyyo,kvinna,Q6581072,1997-02-27,,"[""Sverige""]","[""Q34""]","[""kokboksförfattare"",""youtuber"",""komiker"",""TV-programledare""]","[""Q27431213"",""Q17125263"",""Q245068"",""Q947873""]"
Q262942,Lill Lindfors,"[""Lill Lindfors""]",1,[403532],[58],,,https://sv.wikipedia.org/wiki/Lill_Lindfors,kvinna,Q6581072,1940-05-12,,"[""Sverige""]","[""Q34""]","[""sångare"",""låtskrivare"",""programledare"",""skådespelare"",""skivartist""]","[""Q177220"",""Q753110"",""Q13590141"",""Q33999"",""Q55960555""]"
Q263017,Sara Stridsberg,"[""Sara Stridsberg""]",1,[126264],[38],,,https://sv.wikipedia.org/wiki/Sara_Stridsberg,kvinna,Q6581072,1972-08-29,,"[""Sverige""]","[""Q34""]","[""författare"",""översättare"",""dramatiker"",""journalist""]","[""Q36180"",""Q333634"",""Q214917"",""Q1930187""]"
Q2631840,Adam Taal,"[""Adam Taal""]",1,[1077306],[35],,,https://sv.wikipedia.org/wiki/Adam_Tensta,man,Q6581097,1983-08-01,,"[""Sverige""]","[""Q34""]","[""sångare"",""rappare""]","[""Q177220"",""Q2252262""]"
Q2643584,Alexandra Coelho Ahndoril,"[""Alexandra Coelho Ahndoril""]",2,"[387520,2578787]","[43,59]",,,https://sv.wikipedia.org/wiki/Alexandra_Coelho_Ahndoril,kvinna,Q6581072,1966-03-02,,"[""Sverige""]","[""Q34""]","[""författare"",""författare"",""litteraturkritiker""]","[""Q36180"",""Q482980"",""Q4263842""]"
Q264566,Frida Hansdotter,"[""Frida Hansdotter""]",1,[1077296],[32],,,https://sv.wikipedia.org/wiki/Frida_Hansdotter,kvinna,Q6581072,1985-12-13,,"[""Sverige""]","[""Q34""]","[""längdskidåkare"",""alpin skidåkare""]","[""Q13382608"",""Q4144610""]"
Q264855,Maj Sjöwall,"[""Maj Sjöwall""]",1,[747790],[80],,,https://sv.wikipedia.org/wiki/Maj_Sj%C3%B6wall,kvinna,Q6581072,1935-09-25,2020-04-29,"[""Sverige""]","[""Q34""]","[""författare"",""översättare"",""journalist""]","[""Q36180"",""Q333634"",""Q1930187""]"
Q264921,Allan Edwall,"[""Allan Edwall""]",1,[406237],[64],,,https://sv.wikipedia.org/wiki/Allan_Edwall,man,Q6581097,1924-08-25,1997-02-07,"[""Sverige""]","[""Q34""]","[""sångare"",""dramatiker"",""filmregissör"",""regissör"",""filmskådespelare"",""författare"",""skådespelare"",""manusförfattare"",""kompositör""]","[""Q177220"",""Q214917"",""Q2526255"",""Q3455803"",""Q10800557"",""Q36180"",""Q33999"",""Q28389"",""Q36834""]"
Q265674,Åsa Larsson,"[""Åsa Larsson""]",3,"[364142,404156,1846877]","[40,48,55]",,,https://sv.wikipedia.org/wiki/%C3%85sa_Larsson,kvinna,Q6581072,1966-06-28,,"[""Sverige""]","[""Q34""]","[""novellförfattare"",""advokat"",""författare"",""advokat""]","[""Q15949613"",""Q17048963"",""Q36180"",""Q40348""]"
Q265722,Hanna Marklund,"[""Hanna Marklund""]",1,[2181577],[45],,,https://sv.wikipedia.org/wiki/Hanna_Marklund,kvinna,Q6581072,1977-11-26,,"[""Sverige""]","[""Q34""]","[""fotbollsspelare""]","[""Q937857""]"
Q26714471,Alexandre Antonelli,"[""Alexandre Antonelli""]",1,[1732835],[42],,,https://sv.wikipedia.org/wiki/Alexandre_Antonelli,man,Q6581097,1978,,"[""Sverige""]","[""Q34""]","[""biolog"",""direktör"",""universitetslärare"",""botaniker"",""vetenskaplig samlare"",""botanisk samlare""]","[""Q864503"",""Q1162163"",""Q1622272"",""Q2374149"",""Q98544732"",""Q2083925""]"
Q267311,Lars Ardelius,"[""Lars Ardelius""]",1,[381782],[76],,,https://sv.wikipedia.org/wiki/Lars_Ardelius,man,Q6581097,1926-11-01,2012-07-23,"[""Sverige""]","[""Q34""]","[""psykolog"",""skulptör"",""författare""]","[""Q212980"",""Q1281618"",""Q36180""]"
Q267563,Lotta Schelin,"[""Lotta Schelin""]",1,[129471],[28],,,https://sv.wikipedia.org/wiki/Lotta_Schelin,kvinna,Q6581072,1984-02-27,,"[""Sverige""]","[""Q34""]","[""fotbollsspelare"",""musikartist""]","[""Q937857"",""Q1294626""]"
Q2682651,Claes Borgström,"[""Claes Borgström""]",2,"[419229,1569350]","[55,46]",,,https://sv.wikipedia.org/wiki/Claes_Borgstr%C3%B6m,man,Q6581097,1944-07-21,2020-05-15,"[""Sverige""]","[""Q34""]","[""politiker"",""advokat""]","[""Q82955"",""Q17048963""]"
Q268904,Titiyo Jah,"[""Titiyo Jah""]",1,[2181821],[56],,,https://sv.wikipedia.org/wiki/Titiyo,kvinna,Q6581072,1967-07-23,,"[""Sverige""]","[""Q34""]","[""sångare"",""musiker"",""låtskrivare""]","[""Q177220"",""Q639669"",""Q753110""]"
Q269242,Elisabeth Söderström,"[""Elisabeth Söderström""]",1,[425256],[39],,,https://sv.wikipedia.org/wiki/Elisabeth_S%C3%B6derstr%C3%B6m,kvinna,Q6581072,1927,2009,"[""Sverige""]","[""Q34""]","[""operasångare""]","[""Q2865819""]"
Q270559,Lena Endre,"[""Lena Endre""]",2,"[372032,1518806]","[52,65]",,,https://sv.wikipedia.org/wiki/Lena_Endre,kvinna,Q6581072,1955-07-08,,"[""Sverige""]","[""Q34""]","[""skådespelare""]","[""Q33999""]"
Q270820,Margrethe Vestager,"[""Margrethe Vestager""]",1,[2578983],[57],,,https://sv.wikipedia.org/wiki/Margrethe_Vestager,kvinna,Q6581072,1968-04-13,,"[""Konungariket Danmark""]","[""Q756617""]","[""politiker"",""poet""]","[""Q82955"",""Q49757""]"
Q270879,Åke Edwardson,"[""Åke Edwardson""]",1,[389079],[49],,,https://sv.wikipedia.org/wiki/%C3%85ke_Edwardson,man,Q6581097,1953-03-10,,"[""Sverige""]","[""Q34""]","[""författare"",""universitetslärare"",""journalist"",""barnboksförfattare"",""kriminalförfattare""]","[""Q36180"",""Q1622272"",""Q1930187"",""Q4853732"",""Q10297252""]"
Q271229,Åsa Sandell,"[""Åsa Sandell""]",1,[364451],[39],,,https://sv.wikipedia.org/wiki/%C3%85sa_Sandell,kvinna,Q6581072,1967-01-24,,"[""Sverige""]","[""Q34""]","[""journalist"",""boxare"",""författare""]","[""Q1930187"",""Q11338576"",""Q36180""]"
Q271230,Åsa Romson,"[""Åsa Romson""]",1,[2397665],[52],,,https://sv.wikipedia.org/wiki/%C3%85sa_Romson,kvinna,Q6581072,1972-03-22,,"[""Sverige""]","[""Q34""]","[""politiker"",""jurist""]","[""Q82955"",""Q185351""]"
Q271314,Kristina Lugn,"[""Kristina Lugn""]",8,"[374111,669517,1147107,1569340,1569341,1569343,1569345,1569347]","[55,50,34,47,42,38,41,45]",,,https://sv.wikipedia.org/wiki/Kristina_Lugn,kvinna,Q6581072,1948-11-14,2020-05-09,"[""Sverige""]","[""Q34""]","[""författare"",""poet"",""dramatiker"",""filmregissör"",""litteraturkritiker""]","[""Q36180"",""Q49757"",""Q214917"",""Q2526255"",""Q4263842""]"
Q271412,Amanda Jenssen,"[""Amanda Jenssen""]",1,[112104],[21],,,https://sv.wikipedia.org/wiki/Amanda_Jenssen,kvinna,Q6581072,1988-09-12,,"[""Sverige""]","[""Q34""]","[""skivartist"",""sångare"",""musiker""]","[""Q55960555"",""Q177220"",""Q639669""]"
Q271468,Gudrun Schyman,"[""Gudrun Schyman""]",1,[411914],[48],,,https://sv.wikipedia.org/wiki/Gudrun_Schyman,kvinna,Q6581072,1948-06-09,,"[""Sverige""]","[""Q34""]","[""politiker"",""kvinnosakspolitiker""]","[""Q82955"",""Q28692502""]"
Q271602,Anna Ternheim,"[""Anna Ternheim""]",1,[761239],[38],,,https://sv.wikipedia.org/wiki/Anna_Ternheim,kvinna,Q6581072,1978-05-31,,"[""Sverige""]","[""Q34""]","[""sångare"",""pianist"",""musiker"",""låtskrivare"",""singer-songwriter"",""kompositör""]","[""Q177220"",""Q486748"",""Q639669"",""Q753110"",""Q488205"",""Q36834""]"
Q272258,Jill Johnson,"[""Jill Johnson""]",2,"[112166,1298232]","[37,46]",,,https://sv.wikipedia.org/wiki/Jill_Johnson,kvinna,Q6581072,1973-05-24,,"[""Sverige""]","[""Q34""]","[""skivartist"",""sångare"",""låtskrivare""]","[""Q55960555"",""Q177220"",""Q753110""]"
Q272545,Sofia Helin,"[""Sofia Helin""]",1,[397017],[42],,,https://sv.wikipedia.org/wiki/Sofia_Helin,kvinna,Q6581072,1972-04-25,,"[""Sverige""]","[""Q34""]","[""filmskådespelare""]","[""Q10800557""]"
Q272910,Therese Alshammar,"[""Therese Alshammar""]",1,[126324],[32],,,https://sv.wikipedia.org/wiki/Therese_Alshammar,kvinna,Q6581072,1977-08-26,,"[""Sverige""]","[""Q34""]","[""simmare""]","[""Q10843402""]"
Q273862,Alexandra Rapaport,"[""Alexandra Rapaport""]",1,[324144],[34],,,https://sv.wikipedia.org/wiki/Alexandra_Rapaport,kvinna,Q6581072,1971-12-26,,"[""Sverige""]","[""Q34""]","[""skådespelare"",""filmskådespelare"",""tillverkare"",""scenskådespelare""]","[""Q33999"",""Q10800557"",""Q13235160"",""Q2259451""]"
Q2740012,Stefan Löfven,"[""Stefan Löfven""]",1,[116380],[55],,,https://sv.wikipedia.org/wiki/Stefan_L%C3%B6fven,man,Q6581097,1957-07-21,,"[""Sverige""]","[""Q34""]","[""politiker""]","[""Q82955""]"
Q2741142,Lisbeth Palme,"[""Lisbeth Palme""]",1,[2460910],[67],,,https://sv.wikipedia.org/wiki/Lisbeth_Palme,kvinna,Q6581072,1931-03-14,2018-10-18,"[""Sverige""]","[""Q34""]","[""social aktivist"",""politiker"",""psykolog""]","[""Q8359428"",""Q82955"",""Q212980""]"
Q2741798,Mari Jungstedt,"[""Mari Jungstedt""]",1,[418232],[46],,,https://sv.wikipedia.org/wiki/Mari_Jungstedt,kvinna,Q6581072,1962-10-31,,"[""Sverige""]","[""Q34""]","[""författare"",""journalist"",""romanförfattare""]","[""Q36180"",""Q1930187"",""Q6625963""]"
Q2746416,PG Gyllenhammar,"[""PG Gyllenhammar""]",2,"[359469,1778177]","[70,57]",,,https://sv.wikipedia.org/wiki/Pehr_G._Gyllenhammar,man,Q6581097,1935-04-28,2024-11-21,"[""Sverige""]","[""Q34""]","[""företagsledare""]","[""Q2961975""]"
Q274653,Ella Lemhagen,"[""Ella Lemhagen""]",1,[492171],[34],,,https://sv.wikipedia.org/wiki/Ella_Lemhagen,kvinna,Q6581072,1965-08-29,,"[""Sverige""]","[""Q34""]","[""manusförfattare"",""filmregissör""]","[""Q28389"",""Q2526255""]"
Q2750368,Maher Zain,"[""Maher Zain""]",1,[758647],[35],,,https://sv.wikipedia.org/wiki/Maher_Zain,man,Q6581097,1981-07-16,,"[""Sverige""]","[""Q34""]","[""ingenjör"",""sångare"",""låtskrivare"",""författare"",""skådespelare"",""kompositör""]","[""Q81096"",""Q177220"",""Q753110"",""Q36180"",""Q33999"",""Q36834""]"
Q275358,Marie Göranzon,"[""Marie Göranzon""]",4,"[116726,416442,416443,2815477]","[69,43,39,83]",,,https://sv.wikipedia.org/wiki/Marie_G%C3%B6ranzon,kvinna,Q6581072,1942-10-27,,"[""Sverige""]","[""Q34""]","[""scenskådespelare"",""skådespelare""]","[""Q2259451"",""Q33999""]"
Q2757867,Laleh Pourkarim,"[""Laleh Pourkarim""]",2,"[367474,1518817]","[27,38]",,,https://sv.wikipedia.org/wiki/Laleh,kvinna,Q6581072,1982-06-10,,"[""Sverige""]","[""Q34""]","[""sångare"",""musikproducent"",""musiker"",""låtskrivare"",""författare"",""skådespelare"",""poet"",""kompositör""]","[""Q177220"",""Q183945"",""Q639669"",""Q753110"",""Q36180"",""Q33999"",""Q49757"",""Q36834""]"
Q2776715,Kajsa Ollongren,"[""Kajsa Ollongren""]",1,[2815525],[59],,,https://sv.wikipedia.org/wiki/Kajsa_Ollongren,kvinna,Q6581072,1967-05-28,,"[""Sverige"",""Konungariket Nederländerna""]","[""Q34"",""Q29999""]","[""politiker""]","[""Q82955""]"
Q2778476,Peter Andersson,"[""Peter Andersson""]",1,[126304],[57],,,https://sv.wikipedia.org/wiki/Peter_Andersson_(sk%C3%A5despelare),man,Q6581097,1953-02-12,,"[""Sverige""]","[""Q34""]","[""skådespelare""]","[""Q33999""]"
Q27896144,Jan Rippe,"[""Jan Rippe""]",1,[2815469],[71],,,https://sv.wikipedia.org/wiki/Jan_Rippe,man,Q6581097,1955-04-26,,"[""Sverige""]","[""Q34""]","[""skådespelare""]","[""Q33999""]"
Q27922484,Negra Efendić,"[""Negra Efendić""]",1,[910618],[36],,,https://sv.wikipedia.org/wiki/Negra_Efendi%C4%87,kvinna,Q6581072,1980-10-29,,"[""Sverige""]","[""Q34""]","[""journalist""]","[""Q1930187""]"
Q27957360,Magnus Böcker,"[""Magnus Böcker""]",1,[586581],[53],,,https://sv.wikipedia.org/wiki/Magnus_B%C3%B6cker,man,Q6581097,1961-08-31,2017-07-26,"[""Sverige""]","[""Q34""]","[""affärsidkare""]","[""Q43845""]"
Q279709,Brasse Brännström,"[""Brasse Brännström""]",1,[433195],[38],,,https://sv.wikipedia.org/wiki/Brasse_Br%C3%A4nnstr%C3%B6m,man,Q6581097,1945-02-27,2014-08-29,"[""Sverige""]","[""Q34""]","[""författare"",""skådespelare"",""manusförfattare"",""komiker""]","[""Q36180"",""Q33999"",""Q28389"",""Q245068""]"
Q28025695,Linnéa Claeson,"[""Linnéa Claeson""]",1,[921561],[25],,,https://sv.wikipedia.org/wiki/Linn%C3%A9a_Claeson,kvinna,Q6581072,1992-01-31,,"[""Sverige""]","[""Q34""]","[""handbollsspelare"",""aktivist""]","[""Q12840545"",""Q15253558""]"
Q28053728,Sebastian Stakset,"[""Sebastian Stakset""]",1,[1952990],[36],,,https://sv.wikipedia.org/wiki/Sebastian_Stakset,man,Q6581097,1985-12-20,,"[""Sverige""]","[""Q34""]","[""sångare"",""författare"",""rappare"",""skådespelare""]","[""Q177220"",""Q482980"",""Q2252262"",""Q33999""]"
Q28125363,Joakim Lundell,"[""Joakim Lundell""]",1,[1319504],[33],,,https://sv.wikipedia.org/wiki/Joakim_Lundell,man,Q6581097,1985-10-09,,"[""Sverige""]","[""Q34""]","[""videobloggare"",""TV-producent""]","[""Q4110598"",""Q578109""]"
Q282094,Mikkey Dee,"[""Mikkey Dee""]",2,"[1077297,1205748]","[54,55]",,,https://sv.wikipedia.org/wiki/Mikkey_Dee,man,Q6581097,1963-10-31,,"[""Sverige""]","[""Q34""]","[""kompositör"",""musiker"",""trumslagare"",""låtskrivare""]","[""Q36834"",""Q639669"",""Q386854"",""Q753110""]"
Q284206,Emma Wiklund,"[""Emma Sjöberg"",""Emma Wiklund""]",2,"[116708,386297]","[43,32]",,,https://sv.wikipedia.org/wiki/Emma_Wiklund,kvinna,Q6581072,1968-09-13,,"[""Sverige""]","[""Q34""]","[""TV-programledare"",""modell"",""skådespelare""]","[""Q947873"",""Q4610556"",""Q33999""]"
Q28529812,Parisa Amiri,"[""Parisa Amiri""]",1,[1740288],[31],,,https://sv.wikipedia.org/wiki/Parisa_Amiri,kvinna,Q6581072,1990-07-23,,"[""Sverige""]","[""Q34""]","[""journalist"",""TV-programledare""]","[""Q1930187"",""Q947873""]"
Q285351,Barbro Lill-Babs Svensson,"[""Barbro Lill-Babs Svensson""]",1,[399559],[63],,,https://sv.wikipedia.org/wiki/Lill-Babs,kvinna,Q6581072,1938-03-09,2018-04-03,"[""Sverige""]","[""Q34""]","[""skådespelare"",""sångare"",""TV-programledare"",""självbiograf""]","[""Q33999"",""Q177220"",""Q947873"",""Q18814623""]"
Q285469,Siw Malmkvist,"[""Siw Malmkvist""]",2,"[420003,1952989]","[60,85]",,,https://sv.wikipedia.org/wiki/Siw_Malmkvist,kvinna,Q6581072,1936-12-31,,"[""Sverige""]","[""Q34""]","[""röstskådespelare"",""scenskådespelare"",""schlagersångare""]","[""Q2405480"",""Q2259451"",""Q73802176""]"
